n	time	type	cur	win	id	str	win_c	id_c	str_c	
529	90538	fix	242	1	36	encourage	1	36	encourage	
530	90618	fix	242	1	36	encourage	1	36	encourage	
531	90633	key_ins	245	2	38	c	t2	38	c	
532	90723	key_ins	246	2	38	i	t2	38	i	
533	90914	key_ins	247	2	38	t	t2	38	t	
534	91045	key_ins	248	2	38	a	t2	38	a	
535	91280	key_ins	249	2	38	m	t2	38	m	
536	91409	key_ins	250	2	38	e	t2	38	e	
537	91537	key_ins	251	2	38	n	t2	38	n	
538	91678	key_ins	252	2	38	t	t2	38	t	
539	91834	fix	252	2	38	incitamenter	2	38	incitamenter	
540	91913	key_ins	253	2	38	e	t2	38	e	
541	92005	key_ins	254	2	38	r	t2	38	r	
542	92239	key_ins	255	2	38	_	t2	38	_	
543	92612	fix	255	2	38	incitamenter	2	38	incitamenter	
544	92711	fix	255	2	38	incitamenter	2	38	incitamenter	
545	92811	fix	255	2	38	incitamenter	2	38	incitamenter	
546	92815	key_ins	256	2	39	f	t2	39	f	
547	92817	key_ins	257	2	39	o	t2	39	o	
548	92821	key_ins	258	2	39	r	t2	39	r	
549	92951	fix	258	2	39	for	2	39	for	
550	92990	fix	258	2	39	for	2	39	for	
551	93110	key_ins	259	2	39	_	t2	39	_	
552	93110	fix	258	2	39	for	2	39	for	
553	93112	key_ins	260	2	40	a	t2	40	a	
554	93136	key_ins	261	2	40	t	t2	40	t	
555	93236	key_ins	262	2	40	_	t2	40	_	
556	93329	fix	262	2	40	at	2	40	at	
557	93455	key_ins	263	2	41	f	t2	41	f	
558	93469	fix	263	2	41	fremme	2	41	fremme	
559	93967	fix	263	2	41	fremme	2	41	fremme	
560	94007	fix	263	2	41	fremme	2	41	fremme	
561	94336	key_ins	264	2	41	r	t2	41	r	
562	94433	key_ins	265	2	41	e	t2	41	e	
563	94446	fix	265	2	41	fremme	2	41	fremme	
564	94526	fix	265	2	41	fremme	2	41	fremme	
565	94566	fix	265	2	41	fremme	2	41	fremme	
566	94605	fix	265	2	41	fremme	2	41	fremme	
567	94685	fix	265	2	41	fremme	2	41	fremme	
568	94819	key_ins	266	2	41	m	t2	41	m	
569	94970	key_ins	267	2	41	m	t2	41	m	
570	95254	key_ins	268	2	41	e	t2	41	e	
571	95256	key_ins	269	2	41	_	t2	41	_	
572	95348	key_ins	270	2	42	u	t2	42	u	
573	95574	key_ins	271	2	42	d	t2	42	d	
574	95622	fix	271	2	42	udviklingslandenes	2	42	udviklingslandenes	
575	95625	key_ins	272	2	42	v	t2	42	v	
576	95702	fix	272	2	42	udviklingslandenes	2	42	udviklingslandenes	
577	95802	fix	258	1	38	countries	1	38	countries	
578	96097	key_ins	273	2	42	l	t2	42	l	
579	96423	key_del	273	2	42	l	t2	42	l	
580	96629	key_ins	273	2	42	i	t2	42	i	
581	96699	fix	288	1	43	green	1	43	green	
582	96798	fix	288	1	43	green	1	43	green	
583	96852	key_ins	274	2	42	k	t2	42	k	
584	96878	fix	281	1	42	extra	1	42	extra	
585	97056	key_ins	275	2	42	l	t2	42	l	
586	97156	key_ins	276	2	42	i	t2	42	i	
587	97244	key_ins	277	2	42	n	t2	42	n	
588	97319	key_ins	278	2	42	g	t2	42	g	
589	97413	key_ins	279	2	42	s	t2	42	s	
590	97525	key_ins	280	2	42	l	t2	42	l	
591	97652	key_ins	281	2	42	a	t2	42	a	
592	97727	key_ins	282	2	42	n	t2	42	n	
593	97858	key_ins	283	2	42	d	t2	42	d	
594	97875	fix	283	2	42	udviklingslandenes	2	42	udviklingslandenes	
595	97935	fix	283	2	42	udviklingslandenes	2	42	udviklingslandenes	
596	98015	fix	283	2	42	udviklingslandenes	2	42	udviklingslandenes	
597	98178	key_ins	284	2	42	e	t2	42	e	
598	98180	key_ins	285	2	42	n	t2	42	n	
599	98256	key_ins	286	2	42	e	t2	42	e	
600	98323	key_ins	287	2	42	s	t2	42	s	
601	98582	key_ins	288	2	42	_	t2	42	_	
602	98995	key_ins	289	2	43	ø	t2	43	ø	
603	99144	key_ins	290	2	43	n	t2	43	n	
604	99263	key_ins	291	2	43	s	t2	43	s	
605	99427	key_ins	292	2	43	k	t2	43	k	
606	99513	key_ins	293	2	43	e	t2	43	e	
607	99674	key_ins	294	2	43	_	t2	43	_	
608	100144	key_ins	295	2	44	o	t2	44	o	
609	100266	key_ins	296	2	44	m	t2	44	m	
610	100570	key_ins	297	2	44	_	t2	44	_	
611	100572	key_ins	298	2	45	a	t2	45	a	
612	100650	key_ins	299	2	45	t	t2	45	t	
613	100822	fix	304	1	46	implement	1	46	implement	
614	100823	fix	304	1	46	implement	1	46	implement	
615	100824	fix	304	1	46	implement	1	46	implement	
616	100825	fix	304	1	46	implement	1	46	implement	
617	100826	fix	304	1	46	implement	1	46	implement	
618	100843	fix	304	1	46	implement	1	46	implement	
619	100844	fix	304	1	46	implement	1	46	implement	
620	100845	fix	304	1	46	implement	1	46	implement	
621	100846	fix	304	1	46	implement	1	46	implement	
622	100864	fix	304	1	46	implement	1	46	implement	
623	100865	fix	304	1	46	implement	1	46	implement	
624	100866	fix	304	1	46	implement	1	46	implement	
625	100884	fix	304	1	46	implement	1	46	implement	
626	100885	fix	304	1	46	implement	1	46	implement	
627	100902	fix	304	1	46	implement	1	46	implement	
628	100903	fix	304	1	46	implement	1	46	implement	
629	100904	fix	304	1	46	implement	1	46	implement	
630	100905	fix	304	1	46	implement	1	46	implement	
631	100919	fix	304	1	46	implement	1	46	implement	
632	100920	fix	304	1	46	implement	1	46	implement	
633	100921	fix	304	1	46	implement	1	46	implement	
634	100922	fix	304	1	46	implement	1	46	implement	
635	100923	fix	304	1	46	implement	1	46	implement	
636	100924	fix	304	1	46	implement	1	46	implement	
637	100925	fix	304	1	46	implement	1	46	implement	
638	100935	fix	304	1	46	implement	1	46	implement	
639	100936	fix	304	1	46	implement	1	46	implement	
640	100937	fix	304	1	46	implement	1	46	implement	
641	100938	fix	304	1	46	implement	1	46	implement	
642	100939	fix	304	1	46	implement	1	46	implement	
643	100940	fix	304	1	46	implement	1	46	implement	
644	100941	fix	304	1	46	implement	1	46	implement	
645	100942	fix	304	1	46	implement	1	46	implement	
646	100943	fix	304	1	46	implement	1	46	implement	
647	100944	fix	304	1	46	implement	1	46	implement	
648	100945	fix	304	1	46	implement	1	46	implement	
649	100960	fix	304	1	46	implement	1	46	implement	
650	100961	fix	304	1	46	implement	1	46	implement	
651	100962	fix	304	1	46	implement	1	46	implement	
652	100963	fix	304	1	46	implement	1	46	implement	
653	100964	fix	304	1	46	implement	1	46	implement	
654	100965	fix	304	1	46	implement	1	46	implement	
655	101001	key_ins	300	2	45	_	t2	45	_	
656	101209	key_ins	301	2	46	t	t2	46	t	
657	101223	key_ins	302	2	46	a	t2	46	a	
658	101225	key_ins	303	2	46	g	t2	46	g	
659	101258	key_ins	304	2	46	e	t2	46	e	
660	101331	key_ins	305	2	46	_	t2	46	_	
661	101484	key_ins	306	2	47	d	t2	47	d	
662	101907	key_ins	307	2	47	e	t2	47	e	
663	101994	key_ins	308	2	47	t	t2	47	t	
664	102054	key_ins	309	2	47	_	t2	47	_	
665	102225	key_ins	310	2	48	e	t2	48	e	
666	102299	fix	310	2	48	ekstra	2	48	ekstra	
667	102300	fix	310	2	48	ekstra	2	48	ekstra	
668	102301	fix	310	2	48	ekstra	2	48	ekstra	
669	102312	fix	310	2	48	ekstra	2	48	ekstra	
670	102313	fix	310	2	48	ekstra	2	48	ekstra	
671	102314	fix	310	2	48	ekstra	2	48	ekstra	
672	102315	fix	310	2	48	ekstra	2	48	ekstra	
673	102316	fix	310	2	48	ekstra	2	48	ekstra	
674	102317	fix	310	2	48	ekstra	2	48	ekstra	
675	102318	fix	310	2	48	ekstra	2	48	ekstra	
676	102319	fix	310	2	48	ekstra	2	48	ekstra	
677	102320	fix	310	2	48	ekstra	2	48	ekstra	
678	102321	fix	310	2	48	ekstra	2	48	ekstra	
679	102334	key_ins	311	2	48	k	t2	48	k	
680	102356	fix	311	2	48	ekstra	2	48	ekstra	
681	102357	fix	311	2	48	ekstra	2	48	ekstra	
682	102358	fix	311	2	48	ekstra	2	48	ekstra	
683	102359	fix	311	2	48	ekstra	2	48	ekstra	
684	102360	fix	311	2	48	ekstra	2	48	ekstra	
685	102361	fix	311	2	48	ekstra	2	48	ekstra	
686	102376	fix	311	2	48	ekstra	2	48	ekstra	
687	102377	fix	311	2	48	ekstra	2	48	ekstra	
688	102378	fix	311	2	48	ekstra	2	48	ekstra	
689	102379	fix	311	2	48	ekstra	2	48	ekstra	
690	102380	fix	311	2	48	ekstra	2	48	ekstra	
691	102381	fix	311	2	48	ekstra	2	48	ekstra	
692	102414	key_ins	312	2	48	s	t2	48	s	
693	102495	fix	312	2	48	ekstra	2	48	ekstra	
694	102496	fix	312	2	48	ekstra	2	48	ekstra	
695	102497	fix	312	2	48	ekstra	2	48	ekstra	
696	102498	fix	312	2	48	ekstra	2	48	ekstra	
697	102499	fix	312	2	48	ekstra	2	48	ekstra	
698	102500	fix	312	2	48	ekstra	2	48	ekstra	
699	102503	key_ins	313	2	48	t	t2	48	t	
700	102515	fix	313	2	48	ekstra	2	48	ekstra	
701	102516	fix	313	2	48	ekstra	2	48	ekstra	
702	102517	fix	313	2	48	ekstra	2	48	ekstra	
703	102518	fix	313	2	48	ekstra	2	48	ekstra	
704	102519	fix	313	2	48	ekstra	2	48	ekstra	
705	102520	fix	313	2	48	ekstra	2	48	ekstra	
706	102726	key_ins	314	2	48	r	t2	48	r	
707	102781	key_ins	315	2	48	a	t2	48	a	
708	102856	fix	210	1	31	Incentives	1	31	Incentives	
709	102857	fix	210	1	31	Incentives	1	31	Incentives	
710	102858	fix	210	1	31	Incentives	1	31	Incentives	
711	102859	fix	210	1	31	Incentives	1	31	Incentives	
712	102870	key_ins	316	2	48	_	t2	48	_	
713	102876	fix	210	1	31	Incentives	1	31	Incentives	
714	102877	fix	210	1	31	Incentives	1	31	Incentives	
715	102878	fix	210	1	31	Incentives	1	31	Incentives	
716	102879	fix	210	1	31	Incentives	1	31	Incentives	
717	102990	key_ins	317	2	49	g	t2	49	g	
718	103173	key_ins	318	2	49	r	t2	49	r	
719	103235	key_ins	319	2	49	ø	t2	49	ø	
720	103431	fix	310	1	47	clean	1	47	clean	
721	103432	fix	310	1	47	clean	1	47	clean	
722	103433	fix	310	1	47	clean	1	47	clean	
723	103434	fix	310	1	47	clean	1	47	clean	
724	103435	fix	310	1	47	clean	1	47	clean	
725	103436	fix	310	1	47	clean	1	47	clean	
726	103437	fix	310	1	47	clean	1	47	clean	
727	103594	key_ins	320	2	49	n	t2	49	n	
728	103596	key_ins	321	2	49	n	t2	49	n	
729	103617	fix	310	1	47	clean	1	47	clean	
730	103632	fix	310	1	47	clean	1	47	clean	
731	103633	fix	310	1	47	clean	1	47	clean	
732	103634	fix	310	1	47	clean	1	47	clean	
733	103635	fix	310	1	47	clean	1	47	clean	
734	103636	fix	310	1	47	clean	1	47	clean	
735	103637	fix	310	1	47	clean	1	47	clean	
736	103639	key_ins	322	2	49	e	t2	49	e	
737	103781	key_ins	323	2	49	_	t2	49	_	
738	103874	key_ins	324	2	50	s	t2	50	s	
739	104021	key_ins	325	2	50	k	t2	50	k	
740	104524	key_ins	326	2	50	r	t2	50	r	
741	104664	key_ins	327	2	50	i	t2	50	i	
742	104961	key_ins	328	2	50	d	t2	50	d	
743	104963	key_ins	329	2	50	t	t2	50	t	
744	105031	key_ins	330	2	50	_	t2	50	_	
745	105231	fix	330	1	50	and	1	50	and	
746	105232	fix	330	1	50	and	1	50	and	
747	105548	key_ins	331	2	51	o	t2	51	o	
748	105969	key_ins	332	2	51	g	t2	51	g	
749	105971	key_ins	333	2	51	_	t2	51	_	
750	105973	key_ins	334	2	52	i	t2	52	i	
751	106030	key_ins	335	2	52	n	t2	52	n	
752	106300	key_ins	336	2	52	f	t2	52	f	
753	106440	key_ins	337	2	52	ø	t2	52	ø	
754	106584	fix	248	2	38	incitamenter	2	38	incitamenter	
755	106585	fix	248	2	38	incitamenter	2	38	incitamenter	
756	106586	fix	248	2	38	incitamenter	2	38	incitamenter	
757	106587	fix	248	2	38	incitamenter	2	38	incitamenter	
758	106592	key_ins	338	2	52	r	t2	52	r	
759	106714	key_ins	339	2	52	e	t2	52	e	
760	106823	key_ins	340	2	52	_	t2	52	_	
761	107075	key_ins	341	2	53	r	t2	53	r	
762	107137	key_ins	342	2	53	e	t2	53	e	
763	107204	fix	249	2	38	incitamenter	2	38	incitamenter	
764	107205	fix	249	2	38	incitamenter	2	38	incitamenter	
765	107326	key_ins	343	2	53	n	t2	53	n	
766	107631	key_ins	344	2	53	_	t2	53	_	
767	107938	key_ins	345	2	54	t	t2	54	t	
768	108016	key_ins	346	2	54	e	t2	54	e	
769	108128	key_ins	347	2	54	k	t2	54	k	
770	108263	key_ins	348	2	54	o	t2	54	o	
771	108334	fix	338	1	52	also	1	52	also	
772	108335	fix	338	1	52	also	1	52	also	
773	108336	fix	338	1	52	also	1	52	also	
774	108337	fix	338	1	52	also	1	52	also	
775	108338	fix	338	1	52	also	1	52	also	
776	108339	fix	338	1	52	also	1	52	also	
777	108340	fix	338	1	52	also	1	52	also	
778	108341	fix	338	1	52	also	1	52	also	
779	108342	fix	338	1	52	also	1	52	also	
780	108420	fix	338	1	52	also	1	52	also	
781	108421	fix	338	1	52	also	1	52	also	
782	108422	fix	338	1	52	also	1	52	also	
783	108437	fix	338	1	52	also	1	52	also	
784	108438	fix	338	1	52	also	1	52	also	
785	108439	fix	338	1	52	also	1	52	also	
786	108440	fix	338	1	52	also	1	52	also	
787	108441	fix	338	1	52	also	1	52	also	
788	108442	fix	338	1	52	also	1	52	also	
789	108492	key_ins	349	2	54	l	t2	54	l	
790	108690	key_ins	350	2	54	o	t2	54	o	
791	108838	fix	351	1	54	minimise	1	54	minimise	
792	108839	fix	351	1	54	minimise	1	54	minimise	
793	108840	fix	351	1	54	minimise	1	54	minimise	
794	108855	fix	351	1	54	minimise	1	54	minimise	
795	108856	fix	351	1	54	minimise	1	54	minimise	
796	108857	fix	351	1	54	minimise	1	54	minimise	
797	108858	fix	351	1	54	minimise	1	54	minimise	
798	108859	fix	351	1	54	minimise	1	54	minimise	
799	108860	fix	351	1	54	minimise	1	54	minimise	
800	109018	fix	336	1	51	could	1	51	could	
801	109019	fix	336	1	51	could	1	51	could	
802	109020	fix	336	1	51	could	1	51	could	
803	109024	key_del	350	2	54	o	t2	54	o	
804	109035	fix	336	1	51	could	1	51	could	
805	109036	fix	336	1	51	could	1	51	could	
806	109037	fix	336	1	51	could	1	51	could	
807	109038	fix	336	1	51	could	1	51	could	
808	109039	fix	336	1	51	could	1	51	could	
809	109040	fix	336	1	51	could	1	51	could	
810	109337	fix	238	1	36	encourage	1	36	encourage	
811	109338	fix	238	1	36	encourage	1	36	encourage	
812	109339	fix	238	1	36	encourage	1	36	encourage	
813	109354	fix	238	1	36	encourage	1	36	encourage	
814	109355	fix	238	1	36	encourage	1	36	encourage	
815	109356	fix	238	1	36	encourage	1	36	encourage	
816	109357	fix	238	1	36	encourage	1	36	encourage	
817	109358	fix	238	1	36	encourage	1	36	encourage	
818	109359	fix	238	1	36	encourage	1	36	encourage	
819	109421	key_del	349	2	54	l	t2	54	l	
820	109423	key_del	348	2	54	o	t2	54	o	
821	109670	key_ins	348	2	54	n	t2	54	n	
822	109696	fix	214	1	31	Incentives	1	31	Incentives	
823	109697	fix	214	1	31	Incentives	1	31	Incentives	
824	109698	fix	214	1	31	Incentives	1	31	Incentives	
825	109713	fix	214	1	31	Incentives	1	31	Incentives	
826	109714	fix	214	1	31	Incentives	1	31	Incentives	
827	109715	fix	214	1	31	Incentives	1	31	Incentives	
828	109716	fix	214	1	31	Incentives	1	31	Incentives	
829	109717	fix	214	1	31	Incentives	1	31	Incentives	
830	109718	fix	214	1	31	Incentives	1	31	Incentives	
831	109855	fix	212	1	31	Incentives	1	31	Incentives	
832	109856	fix	212	1	31	Incentives	1	31	Incentives	
833	109857	fix	212	1	31	Incentives	1	31	Incentives	
834	109872	fix	212	1	31	Incentives	1	31	Incentives	
835	109873	fix	212	1	31	Incentives	1	31	Incentives	
836	109874	fix	212	1	31	Incentives	1	31	Incentives	
837	109875	fix	212	1	31	Incentives	1	31	Incentives	
838	109876	fix	212	1	31	Incentives	1	31	Incentives	
839	109877	fix	212	1	31	Incentives	1	31	Incentives	
840	109926	key_ins	349	2	54	o	t2	54	o	
841	109995	fix	227	1	34	offered	1	34	offered	
842	109996	fix	227	1	34	offered	1	34	offered	
843	109997	fix	227	1	34	offered	1	34	offered	
844	110012	fix	227	1	34	offered	1	34	offered	
845	110013	fix	227	1	34	offered	1	34	offered	
846	110014	fix	227	1	34	offered	1	34	offered	
847	110015	fix	227	1	34	offered	1	34	offered	
848	110016	fix	227	1	34	offered	1	34	offered	
849	110017	fix	227	1	34	offered	1	34	offered	
850	110478	key_ins	350	2	54	l	t2	54	l	
851	110682	key_ins	351	2	54	o	t2	54	o	
852	110939	key_ins	352	2	54	g	t2	54	g	
853	111010	fix	364	1	55	emissions	1	55	emissions	
854	111011	fix	364	1	55	emissions	1	55	emissions	
855	111012	fix	364	1	55	emissions	1	55	emissions	
856	111013	fix	364	1	55	emissions	1	55	emissions	
857	111014	fix	364	1	55	emissions	1	55	emissions	
858	111080	key_ins	353	2	54	i	t2	54	i	
859	111109	fix	364	1	55	emissions	1	55	emissions	
860	111110	fix	364	1	55	emissions	1	55	emissions	
861	111111	fix	364	1	55	emissions	1	55	emissions	
862	111112	fix	364	1	55	emissions	1	55	emissions	
863	111113	fix	364	1	55	emissions	1	55	emissions	
864	111348	fix	383	1	57	deforestation	1	57	deforestation	
865	111349	fix	383	1	57	deforestation	1	57	deforestation	
866	111350	fix	383	1	57	deforestation	1	57	deforestation	
867	111351	fix	383	1	57	deforestation	1	57	deforestation	
868	111352	fix	383	1	57	deforestation	1	57	deforestation	
869	111508	fix	378	1	57	deforestation	1	57	deforestation	
870	111509	fix	378	1	57	deforestation	1	57	deforestation	
871	111510	fix	378	1	57	deforestation	1	57	deforestation	
872	111511	fix	378	1	57	deforestation	1	57	deforestation	
873	111512	fix	378	1	57	deforestation	1	57	deforestation	
874	111809	fix	290	1	44	mile	1	44	mile	
875	111810	fix	290	1	44	mile	1	44	mile	
876	111811	fix	290	1	44	mile	1	44	mile	
877	112569	fix	343	1	53	help	1	53	help	
878	112925	fix	255	1	37	developing	1	37	developing	
879	112926	fix	255	1	37	developing	1	37	developing	
880	112927	fix	255	1	37	developing	1	37	developing	
881	112928	fix	255	1	37	developing	1	37	developing	
882	113195	key_ins	354	2	55	,	t2	55	,	
883	113391	key_ins	355	2	55	_	t2	55	_	
884	113466	fix	219	1	32	must	1	32	must	
885	113605	fix	219	1	32	must	1	32	must	
886	113625	key_ins	356	2	56	o	t2	56	o	
887	113756	key_ins	357	2	56	g	t2	56	g	
888	113946	key_ins	358	2	56	_	t2	56	_	
889	113984	fix	267	2	41	fremme	2	41	fremme	
890	114004	fix	267	2	41	fremme	2	41	fremme	
891	114024	fix	267	2	41	fremme	2	41	fremme	
892	114044	fix	267	2	41	fremme	2	41	fremme	
893	114064	fix	267	2	41	fremme	2	41	fremme	
894	114084	fix	267	2	41	fremme	2	41	fremme	
895	114372	key_ins	359	2	57	d	t2	57	d	
896	114599	key_ins	360	2	57	e	t2	57	e	
897	114670	key_ins	361	2	57	t	t2	57	t	
898	114801	fix	265	1	38	countries	1	38	countries	
899	114802	fix	265	1	38	countries	1	38	countries	
900	114820	fix	265	1	38	countries	1	38	countries	
901	114821	fix	265	1	38	countries	1	38	countries	
902	114822	fix	265	1	38	countries	1	38	countries	
903	114839	fix	265	1	38	countries	1	38	countries	
904	114840	fix	265	1	38	countries	1	38	countries	
905	114841	fix	265	1	38	countries	1	38	countries	
906	114856	fix	265	1	38	countries	1	38	countries	
907	114857	fix	265	1	38	countries	1	38	countries	
908	114858	fix	265	1	38	countries	1	38	countries	
909	114859	fix	265	1	38	countries	1	38	countries	
910	114860	fix	265	1	38	countries	1	38	countries	
911	114861	fix	265	1	38	countries	1	38	countries	
912	114872	fix	265	1	38	countries	1	38	countries	
913	114873	fix	265	1	38	countries	1	38	countries	
914	114874	fix	265	1	38	countries	1	38	countries	
915	114875	fix	265	1	38	countries	1	38	countries	
916	114876	fix	265	1	38	countries	1	38	countries	
917	114877	fix	265	1	38	countries	1	38	countries	
918	114878	fix	265	1	38	countries	1	38	countries	
919	114879	fix	265	1	38	countries	1	38	countries	
920	114880	fix	265	1	38	countries	1	38	countries	
921	114881	fix	265	1	38	countries	1	38	countries	
922	114897	fix	265	1	38	countries	1	38	countries	
923	114898	fix	265	1	38	countries	1	38	countries	
924	114899	fix	265	1	38	countries	1	38	countries	
925	114900	fix	265	1	38	countries	1	38	countries	
926	114901	fix	265	1	38	countries	1	38	countries	
927	114917	fix	265	1	38	countries	1	38	countries	
928	114918	fix	265	1	38	countries	1	38	countries	
929	114919	fix	265	1	38	countries	1	38	countries	
930	114920	fix	265	1	38	countries	1	38	countries	
931	114921	fix	265	1	38	countries	1	38	countries	
932	114922	fix	265	1	38	countries	1	38	countries	
933	115256	fix	351	1	54	minimise	1	54	minimise	
934	115257	fix	351	1	54	minimise	1	54	minimise	
935	115258	fix	351	1	54	minimise	1	54	minimise	
936	115259	fix	351	1	54	minimise	1	54	minimise	
937	115260	fix	351	1	54	minimise	1	54	minimise	
938	115271	fix	351	1	54	minimise	1	54	minimise	
939	115272	fix	351	1	54	minimise	1	54	minimise	
940	115273	fix	351	1	54	minimise	1	54	minimise	
941	115274	fix	351	1	54	minimise	1	54	minimise	
942	115275	fix	351	1	54	minimise	1	54	minimise	
943	115276	fix	351	1	54	minimise	1	54	minimise	
944	115277	fix	351	1	54	minimise	1	54	minimise	
945	115278	fix	351	1	54	minimise	1	54	minimise	
946	115279	fix	351	1	54	minimise	1	54	minimise	
947	115280	fix	351	1	54	minimise	1	54	minimise	
948	115339	fix	351	1	54	minimise	1	54	minimise	
949	115340	fix	351	1	54	minimise	1	54	minimise	
950	115355	fix	351	1	54	minimise	1	54	minimise	
951	115356	fix	351	1	54	minimise	1	54	minimise	
952	115357	fix	351	1	54	minimise	1	54	minimise	
953	115358	fix	351	1	54	minimise	1	54	minimise	
954	115359	fix	351	1	54	minimise	1	54	minimise	
955	115360	fix	351	1	54	minimise	1	54	minimise	
956	115376	fix	351	1	54	minimise	1	54	minimise	
957	115377	fix	351	1	54	minimise	1	54	minimise	
958	115378	fix	351	1	54	minimise	1	54	minimise	
959	115379	fix	351	1	54	minimise	1	54	minimise	
960	115380	fix	351	1	54	minimise	1	54	minimise	
961	115444	key_ins	362	2	57	_	t2	57	_	
962	115813	key_ins	363	2	58	k	t2	58	k	
963	116001	key_ins	364	2	58	u	t2	58	u	
964	116232	key_ins	365	2	58	n	t2	58	n	
965	116441	key_ins	366	2	58	n	t2	58	n	
966	116525	key_ins	367	2	58	e	t2	58	e	
967	116629	key_ins	368	2	58	_	t2	58	_	
968	116727	key_ins	369	2	59	o	t2	59	o	
969	116786	fix	369	2	59	også	2	59	også	
970	116787	fix	369	2	59	også	2	59	også	
971	116788	fix	369	2	59	også	2	59	også	
972	116789	fix	369	2	59	også	2	59	også	
973	116790	fix	369	2	59	også	2	59	også	
974	116791	fix	369	2	59	også	2	59	også	
975	116792	fix	369	2	59	også	2	59	også	
976	116793	fix	369	2	59	også	2	59	også	
977	116794	fix	369	2	59	også	2	59	også	
978	116795	fix	369	2	59	også	2	59	også	
979	116852	key_ins	370	2	59	g	t2	59	g	
980	116952	fix	354	1	54	minimise	1	54	minimise	
981	116953	fix	354	1	54	minimise	1	54	minimise	
982	116954	fix	354	1	54	minimise	1	54	minimise	
983	116955	fix	354	1	54	minimise	1	54	minimise	
984	116970	fix	354	1	54	minimise	1	54	minimise	
985	116971	fix	354	1	54	minimise	1	54	minimise	
986	116972	fix	354	1	54	minimise	1	54	minimise	
987	116973	fix	354	1	54	minimise	1	54	minimise	
988	116974	fix	354	1	54	minimise	1	54	minimise	
989	116975	fix	354	1	54	minimise	1	54	minimise	
990	116995	fix	354	1	54	minimise	1	54	minimise	
991	117014	fix	354	1	54	minimise	1	54	minimise	
992	117015	fix	354	1	54	minimise	1	54	minimise	
993	117056	key_ins	371	2	59	s	t2	59	s	
994	117142	key_ins	372	2	59	å	t2	59	å	
995	117193	fix	355	1	54	minimise	1	54	minimise	
996	117194	fix	355	1	54	minimise	1	54	minimise	
997	117313	fix	355	1	54	minimise	1	54	minimise	
998	117314	fix	355	1	54	minimise	1	54	minimise	
999	117504	key_ins	373	2	59	_	t2	59	_	
1000	117506	key_ins	374	2	60	h	t2	60	h	
1001	117560	key_ins	375	2	60	j	t2	60	j	
1002	117848	key_ins	376	2	60	æ	t2	60	æ	
1003	117850	key_ins	377	2	60	l	t2	60	l	
1004	118012	key_ins	378	2	60	p	t2	60	p	
1005	118187	key_ins	379	2	60	e	t2	60	e	
1006	118414	key_ins	380	2	60	_	t2	60	_	
1007	119126	fix	380	2	60	hjælpe	2	60	hjælpe	
1008	119127	fix	380	2	60	hjælpe	2	60	hjælpe	
1009	119128	fix	380	2	60	hjælpe	2	60	hjælpe	
1010	119139	fix	380	2	60	hjælpe	2	60	hjælpe	
1011	119140	fix	380	2	60	hjælpe	2	60	hjælpe	
1012	119141	fix	380	2	60	hjælpe	2	60	hjælpe	
1013	119142	fix	380	2	60	hjælpe	2	60	hjælpe	
1014	119143	fix	380	2	60	hjælpe	2	60	hjælpe	
1015	119144	fix	380	2	60	hjælpe	2	60	hjælpe	
1016	119145	fix	380	2	60	hjælpe	2	60	hjælpe	
1017	119146	fix	380	2	60	hjælpe	2	60	hjælpe	
1018	119147	fix	380	2	60	hjælpe	2	60	hjælpe	
1019	119148	fix	380	2	60	hjælpe	2	60	hjælpe	
1020	119183	fix	380	2	60	hjælpe	2	60	hjælpe	
1021	119184	fix	380	2	60	hjælpe	2	60	hjælpe	
1022	119185	fix	380	2	60	hjælpe	2	60	hjælpe	
1023	119186	fix	380	2	60	hjælpe	2	60	hjælpe	
1024	119187	fix	380	2	60	hjælpe	2	60	hjælpe	
1025	119188	fix	380	2	60	hjælpe	2	60	hjælpe	
1026	119205	fix	380	2	60	hjælpe	2	60	hjælpe	
1027	119206	fix	380	2	60	hjælpe	2	60	hjælpe	
1028	119207	fix	380	2	60	hjælpe	2	60	hjælpe	
1029	119208	fix	380	2	60	hjælpe	2	60	hjælpe	
1030	119324	fix	380	2	60	hjælpe	2	60	hjælpe	
1031	119325	fix	380	2	60	hjælpe	2	60	hjælpe	
1032	119326	fix	380	2	60	hjælpe	2	60	hjælpe	
1033	119327	fix	380	2	60	hjælpe	2	60	hjælpe	
1034	119342	fix	380	2	60	hjælpe	2	60	hjælpe	
1035	119343	fix	380	2	60	hjælpe	2	60	hjælpe	
1036	119344	fix	380	2	60	hjælpe	2	60	hjælpe	
1037	119345	fix	380	2	60	hjælpe	2	60	hjælpe	
1038	119346	fix	380	2	60	hjælpe	2	60	hjælpe	
1039	119347	fix	380	2	60	hjælpe	2	60	hjælpe	
1040	119650	key_ins	381	2	61	m	t2	61	m	
1041	119701	fix	381	2	61	med	2	61	med	
1042	119702	fix	381	2	61	med	2	61	med	
1043	119703	fix	381	2	61	med	2	61	med	
1044	119704	fix	381	2	61	med	2	61	med	
1045	119705	fix	381	2	61	med	2	61	med	
1046	119706	fix	381	2	61	med	2	61	med	
1047	119841	fix	381	2	61	med	2	61	med	
1048	119842	fix	381	2	61	med	2	61	med	
1049	119843	fix	381	2	61	med	2	61	med	
1050	119844	fix	381	2	61	med	2	61	med	
1051	119845	fix	381	2	61	med	2	61	med	
1052	119846	fix	381	2	61	med	2	61	med	
